_ROW,_FIVETRAN_SYNCED,EXPOSED_,EXPOSED_FILTER,WEIGHT_SET,CONTROL_,EXPOSED_N,LIMITING_FILTER,STATISTICAL_SIGNIFICANCE,FOLDER_NAME,CONTROL_N,LIFT,SID,FILTER,DELTA,METRIC,CONTROL_FILTER,CID,TIMESTAMP,TIMESTAMP_DATE,CHANNEL,METRIC_CLEAN,IS_SIGNIFICANT
908,2025-12-03 22:52:49.423000000,0.884,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.876,560,Timestamp: 2/1/25-2/28/25,0.148547459,DashPass Use,67,0.009,374821,Used in the past but do not use now,0.008,DashPass Aided Awareness (DD users),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Aided Awareness (DD users),False
16778,2025-12-03 22:52:49.480000000,0.719,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.514,32,Timestamp: 3/1/25-3/31/25,,DashPass Use,35,0.398,374821,Used in the past but do not use now,0.204,BA MDS: Sets trends,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,BA MDS: Sets trends,False
37940,2025-12-03 22:52:49.520000000,0.117,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.095,643,Timestamp: 2/1/25-2/28/25,0.744333405,Gender,445,0.229,374821,Male,0.022,Unaided Brand Awareness (Any Mention) - GrubHub,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,Unaided Brand Awareness (Any Mention) - GrubHub,False
8194,2025-12-03 22:52:49.453000000,0.623,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.747,329,Timestamp: 4/1/25-4/30/25,0.9325422,Age,59,-0.166,374821,45-54,-0.124,More than Restaurant Aided Awareness: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Aided Awareness: Prepared Restaurant Food,False
16129,2025-12-03 22:52:49.477000000,0.561,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.55,66,Timestamp: 3/1/25-3/31/25,,Age,40,0.019,374821,45-54,0.011,More than Restaurant Aided Awareness,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,More than Restaurant Aided Awareness,False
24064,2025-12-03 22:52:49.495000000,0.693,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.606,215,Timestamp: 2/1/25-2/28/25,0.914277459,Age,151,0.143,374821,45-54,0.087,Affinity,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,Affinity,False
24370,2025-12-03 22:52:49.495000000,0.869,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.822,99,Timestamp: 2/1/25-2/28/25,0.618492988,DashPass Benefit Awareness,82,0.057,374821,$0 Delivery + 1 Other Benefit (DP aware non-users),0.047,Brand Familiarity,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,Brand Familiarity,False
31090,2025-12-03 22:52:49.508000000,0.335,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.313,373,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Instacart,49,0.07,374821,Several times a week,0.022,More than Restaurant Consideration: Baby Supplies,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Consideration: Baby Supplies,False
43897,2025-12-03 22:52:49.531000000,0.284,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.25,623,Timestamp: 4/1/25-6/30/25,0.804032391,Age,505,0.137,374821,45-54,0.034,Unaided Brand Awareness (First Mention),XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,Unaided Brand Awareness (First Mention),False
18733,2025-12-03 22:52:49.485000000,0.75,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.758,32,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Grubhub,33,-0.01,374821,I did not use in the past 30 days,-0.008,More than Restaurant Aided Awareness,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,More than Restaurant Aided Awareness,False
41081,2025-12-03 22:52:49.526000000,0.776,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.744,331,Timestamp: 3/1/25-3/31/25,0.643269872,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",277,0.043,374821,20+,0.032,BA MDS: Is different,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,BA MDS: Is different,False
10104,2025-12-03 22:52:49.459000000,0.0,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.0,0,Timestamp: 4/1/25-4/30/25,,Gender,0,0.0,374821,I prefer to self identify,0.0,Unaided Brand Awareness (Any Mention) - Uber Eats,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,Unaided Brand Awareness (Any Mention) - Uber Eats,False
15510,2025-12-03 22:52:49.475000000,0.662,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.674,133,Timestamp: 2/1/25-2/28/25,0.150706995,Past Brand Usage,93,-0.018,374821,Amazon,-0.012,More than Restaurant Aided Awareness: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Aided Awareness: Prepared Restaurant Food,False
23445,2025-12-03 22:52:49.494000000,0.678,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.659,404,Timestamp: 4/1/25-6/30/25,0.423965631,Past Brand Usage,367,0.029,374821,Amazon,0.019,More than Restaurant Aided Awareness,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Aided Awareness,False
25974,2025-12-03 22:52:49.498000000,0.0,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.0,0,Timestamp: 2/1/25-2/28/25,,Gender,1,0.0,374821,I prefer to self identify,0.0,Unaided Brand Awareness (Any Mention) - GrubHub,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,Unaided Brand Awareness (Any Mention) - GrubHub,False
35965,2025-12-03 22:52:49.516000000,0.815,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.822,216,Timestamp: 2/1/25-2/28/25,0.138759815,Age,168,-0.008,374821,45-54,-0.007,Brand Favorability,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,Brand Favorability,False
13447,2025-12-03 22:52:49.468000000,0.163,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.26,49,Timestamp: 2/1/25-2/28/25,,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",158,-0.373,374821,4-9,-0.097,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,False
21382,2025-12-03 22:52:49.490000000,0.22,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.185,82,Timestamp: 4/1/25-6/30/25,0.544861893,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",513,0.188,374821,4-9,0.035,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
36659,2025-12-03 22:52:49.518000000,0.389,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.307,822,Timestamp: 2/1/25-2/28/25,0.9984746,Delivery Category,594,0.267,374821," Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.082,More than Restaurant Aided Awareness: Baby Supplies,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Aided Awareness: Baby Supplies,False
44594,2025-12-03 22:52:49.532000000,0.425,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.371,2064,Timestamp: 4/1/25-6/30/25,0.99912844,Delivery Category,1684,0.145,374821," Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.054,More than Restaurant Aided Awareness: Flowers,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Aided Awareness: Flowers,False
4993,2025-12-03 22:52:49.442000000,0.763,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.742,1174,Timestamp: 3/1/25-3/31/25,0.46689189,Delivery Category,186,0.028,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.021,BA: Has my favorite brands or stores,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,BA: Has my favorite brands or stores,False
47243,2025-12-03 22:52:49.536000000,0.459,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.342,676,Timestamp: 4/1/25-6/30/25,0.99987812,Past Brand Recency - Uber Eats,500,0.341,374821,Several times a week,0.117,DashPass Actions – Saw a Deal,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,DashPass Actions – Saw a Deal,False
8489,2025-12-03 22:52:49.454000000,0.224,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.244,655,Timestamp: 4/1/25-4/30/25,0.278202641,Children in HH,62,-0.081,374821," Yes, age 7-12",-0.02,Unaided Brand Awareness (Any Mention) - Amazon,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,Unaided Brand Awareness (Any Mention) - Amazon,False
4244,2025-12-03 22:52:49.440000000,0.258,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.193,364,Timestamp: 3/1/25-3/31/25,0.792120686,Age,86,0.336,374821,45-54,0.065,More than Restaurant Consideration: Baby Supplies,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Consideration: Baby Supplies,False
20114,2025-12-03 22:52:49.488000000,0.228,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.248,241,Timestamp: 4/1/25-6/30/25,0.350472485,Age,149,-0.081,374821,45-54,-0.02,More than Restaurant Consideration: Household Essentials,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Consideration: Household Essentials,False
38040,2025-12-03 22:52:49.520000000,0.0,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.333,0,Timestamp: 2/1/25-2/28/25,,Gender,3,-1.0,374821,Prefer not to answer,-0.333,BA: Is a brand I trust,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,BA: Is a brand I trust,False
16424,2025-12-03 22:52:49.478000000,0.364,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.256,44,Timestamp: 3/1/25-3/31/25,,Children in HH,39,0.418,374821," Yes, age 7-12",0.107,DashPass Benefits Awareness: Discounted rides with Lyft,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,DashPass Benefits Awareness: Discounted rides with Lyft,False
32294,2025-12-03 22:52:49.510000000,0.627,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.509,1914,Timestamp: 4/1/25-6/30/25,0.999920782,Children in HH,531,0.231,374821," Yes, age 7-12",0.118,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
42285,2025-12-03 22:52:49.528000000,0.221,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.257,77,Timestamp: 3/1/25-3/31/25,0.388446419,Past Brand Recency - DoorDash,67,-0.141,374821,I did not use in the past 30 days,-0.036,Unaided Brand Awareness (First Mention),XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,Unaided Brand Awareness (First Mention),False
46724,2025-12-03 22:52:49.536000000,0.919,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.893,493,Timestamp: 4/1/25-6/30/25,0.826097322,Past Brand Recency - Grubhub,438,0.029,374821,Several times a week,0.026,BA MDS: Sets trends,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,BA MDS: Sets trends,False
3885,2025-12-03 22:52:49.438000000,0.063,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.063,1584,Timestamp: 2/1/25-2/28/25,0.002459395,Past Brand Usage,151,0.001,374821,Uber Eats,0.0,DashPass Aided Awareness (DD aware non-users),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Aided Awareness (DD aware non-users),True
24174,2025-12-03 22:52:49.495000000,0.456,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.323,452,Timestamp: 2/1/25-2/28/25,0.999371399,Children in HH,252,0.412,374821,No,0.133,DashPass Benefits Awareness: Discounted rides with Lyft,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Benefits Awareness: Discounted rides with Lyft,False
32109,2025-12-03 22:52:49.509000000,0.486,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.455,1483,Timestamp: 4/1/25-6/30/25,0.805957354,Children in HH,653,0.067,374821,No,0.03,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,False
34165,2025-12-03 22:52:49.513000000,0.962,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.982,660,Timestamp: 4/1/25-6/30/25,0.932144463,Past Brand Recency - Amazon,391,-0.02,374821,Less than once a week,-0.02,Aided Awareness,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Aided Awareness,False
23123,2025-12-03 22:52:49.493000000,0.267,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.415,30,Timestamp: 4/1/25-6/30/25,,Past Brand Recency - Instacart,42,-0.358,374821,Once a week,-0.149,Unaided Brand Awareness (Any Mention) - Instacart,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,Unaided Brand Awareness (Any Mention) - Instacart,False
628,2025-12-03 22:52:49.418000000,0.828,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.829,780,Timestamp: 2/1/25-2/28/25,0.013638893,DashPass Benefit Awareness,50,-0.001,374821,$0 Delivery + 1 Other Benefit (DP users),-0.001,Affinity,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,Affinity,True
33114,2025-12-03 22:52:49.511000000,0.773,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.77,2453,Timestamp: 4/1/25-6/30/25,0.134849651,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",789,0.004,374821,20+,0.003,Consideration (Top 2 Box),XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Consideration (Top 2 Box),False
6935,2025-12-03 22:52:49.450000000,0.753,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.731,227,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Grubhub,26,0.03,374821,Less than once a week,0.022,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,False
22805,2025-12-03 22:52:49.493000000,0.721,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.713,43,Timestamp: 4/1/25-6/30/25,,Past Brand Recency - Grubhub,43,0.011,374821,Less than once a week,0.008,DashPass Benefits Awareness: $0 delivery fees on eligible orders,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,DashPass Benefits Awareness: $0 delivery fees on eligible orders,False
4493,2025-12-03 22:52:49.441000000,0.339,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.322,699,Timestamp: 3/1/25-3/31/25,0.257958666,Children in HH,91,0.054,374821," Yes, age 7-12",0.017,More than Restaurant Consideration: Pet Supplies,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Consideration: Pet Supplies,False
20363,2025-12-03 22:52:49.488000000,0.158,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.211,114,Timestamp: 4/1/25-6/30/25,0.691099204,Children in HH,106,-0.252,374821," Yes, age 7-12",-0.053,More than Restaurant Consideration: Flowers,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Consideration: Flowers,False
28298,2025-12-03 22:52:49.503000000,0.395,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.369,564,Timestamp: 3/1/25-3/31/25,0.476050659,Children in HH,178,0.072,374821," Yes, age 7-12",0.027,More than Restaurant Consideration: Household Essentials,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Consideration: Household Essentials,False
45616,2025-12-03 22:52:49.534000000,0.0,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.383,4,Timestamp: 4/1/25-6/30/25,,Ethnicity,7,-1.0,374821,Prefer not to answer,-0.383,DashPass Benefits: Makes members' lives better,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,DashPass Benefits: Makes members' lives better,False
16498,2025-12-03 22:52:49.478000000,0.917,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.962,36,Timestamp: 3/1/25-3/31/25,,DashPass Benefit Awareness,26,-0.047,374821,$0 Delivery + 1 Other Benefit (DP users),-0.045,Consideration (Top 2 Box),XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,Consideration (Top 2 Box),False
32368,2025-12-03 22:52:49.510000000,0.98,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.98,2013,Timestamp: 4/1/25-6/30/25,0.011914109,DashPass Benefit Awareness,423,0.0,374821,$0 Delivery + 1 Other Benefit (DP users),0.0,Brand Familiarity,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Brand Familiarity,True
42359,2025-12-03 22:52:49.528000000,0.559,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.585,118,Timestamp: 3/1/25-3/31/25,0.293725494,Past Brand Recency - DoorDash,93,-0.044,374821,Less than once a week,-0.026,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,False
10941,2025-12-03 22:52:49.461000000,0.298,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.256,339,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Grubhub,21,0.165,374821,Once a week,0.042,More than Restaurant Consideration: Pet Supplies,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Consideration: Pet Supplies,False
26811,2025-12-03 22:52:49.500000000,0.336,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.277,366,Timestamp: 2/1/25-2/28/25,0.734614015,Past Brand Recency - Grubhub,97,0.215,374821,Once a week,0.06,More than Restaurant Consideration: Flowers,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Consideration: Flowers,False
44737,2025-12-03 22:52:49.532000000,0.364,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.325,33,Timestamp: 4/1/25-6/30/25,,Delivery Category,42,0.119,374821,None of the above,0.039,BA: Is an essential part of my life,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,BA: Is an essential part of my life,False
3136,2025-12-03 22:52:49.436000000,0.642,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.602,176,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Instacart,45,0.067,374821,I did not use in the past 30 days,0.04,BA MDS: Meets needs,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,BA MDS: Meets needs,False
40731,2025-12-03 22:52:49.525000000,0.232,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.217,538,Timestamp: 3/1/25-3/31/25,0.417859069,Delivery Category,383,0.071,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.015,Unaided Brand Awareness (Any Mention) - Instacart,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,Unaided Brand Awareness (Any Mention) - Instacart,False
38289,2025-12-03 22:52:49.521000000,0.801,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.757,418,Timestamp: 2/1/25-2/28/25,0.843310253,Past Brand Recency - Amazon,287,0.059,374821,Several times a week,0.045,BA: Is an essential part of my life,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,BA: Is an essential part of my life,False
34361,2025-12-03 22:52:49.514000000,0.59,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.5,378,Timestamp: 4/1/25-6/30/25,0.979501876,Past Brand Recency - DoorDash,292,0.18,374821,I did not use in the past 30 days,0.09,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,False
31203,2025-12-03 22:52:49.508000000,0.43,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.256,186,Timestamp: 3/1/25-3/31/25,0.996378017,Past Brand Recency - Uber Eats,101,0.678,374821,Less than once a week,0.174,More than Restaurant Aided Awareness: Baby Supplies,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Aided Awareness: Baby Supplies,False
41194,2025-12-03 22:52:49.526000000,0.404,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.307,265,Timestamp: 3/1/25-3/31/25,0.973675874,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",227,0.314,374821,4-9,0.096,More than Restaurant Consideration: Household Essentials,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Household Essentials,False
32648,2025-12-03 22:52:49.510000000,0.83,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.846,1219,Timestamp: 4/1/25-6/30/25,0.534980675,DashPass Use,388,-0.019,374821,Used in the past but do not use now,-0.016,BA MDS: Meets needs,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,BA MDS: Meets needs,False
15499,2025-12-03 22:52:49.475000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.0,0,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Uber Eats,0,0.0,374821,Several times a week,0.0,DashPass Actions – Saw a Deal,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Actions – Saw a Deal,False
5101,2025-12-03 22:52:49.442000000,0.371,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.463,1106,Timestamp: 3/1/25-3/31/25,0.977984375,Delivery Category,167,-0.2,374821," Personal Care &amp; Beauty (e.g., cosmetics/makeup, bath and body, skincare, feminine care, etc.)",-0.092,More than Restaurant Aided Awareness: Baby Supplies,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Aided Awareness: Baby Supplies,False
34704,2025-12-03 22:52:49.514000000,0.79,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.727,486,Timestamp: 4/1/25-6/30/25,0.938638489,Past Brand Recency - Grubhub,231,0.087,374821,Less than once a week,0.063,DashPass Benefits: Makes members' lives better,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Benefits: Makes members' lives better,False
42639,2025-12-03 22:52:49.529000000,0.133,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.075,113,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Grubhub,66,0.771,374821,Less than once a week,0.058,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
34055,2025-12-03 22:52:49.513000000,0.25,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.0,4,Timestamp: 4/1/25-6/30/25,,Gender,2,0.0,374821,Prefer not to answer,0.25,More than Restaurant Aided Awareness: Baby Supplies,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Aided Awareness: Baby Supplies,False
7120,2025-12-03 22:52:49.450000000,0.646,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.614,158,Timestamp: 3/1/25-3/31/25,0.336928281,Past Brand Recency - Instacart,60,0.052,374821,I did not use in the past 30 days,0.032,DashPass Benefits Awareness: Reduced service fees on eligible orders,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Benefits Awareness: Reduced service fees on eligible orders,False
22990,2025-12-03 22:52:49.493000000,0.287,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.224,108,Timestamp: 4/1/25-6/30/25,0.671884747,Past Brand Recency - Instacart,82,0.28,374821,I did not use in the past 30 days,0.063,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",False
32981,2025-12-03 22:52:49.511000000,0.231,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.232,3103,Timestamp: 4/1/25-6/30/25,0.06688023,Delivery Category,1063,-0.005,374821," Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",-0.001,Unaided Brand Awareness (Any Mention) - Instacart,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Unaided Brand Awareness (Any Mention) - Instacart,False
